Symbol,Security Name,Market Category,Reg SHO Threshold Flag,Rule 3210,Filler,Date,ID
AGBA,AGBA ACQUISITION LTD SHS,S,Y,N,,20200728,20200728230032
AGBAW,AGBA ACQUISITION LTD WT EXP 05,S,Y,N,,20200728,20200728230032
BIOL,BIOLASE INC COM STK NEW,S,Y,N,,20200728,20200728230032
BOXL,BOXLIGHT CORP COM CL A,S,Y,N,,20200728,20200728230032
DWEQ,ADVISORSHARES TR DORSEY WRIGHT,G,Y,N,,20200728,20200728230032
DWUS,ADVISORSHARES TR DORSEY WRIGHT,G,Y,N,,20200728,20200728230032
EEMA,ISHARES MSCI EMERGING MARKETS,G,Y,N,,20200728,20200728230032
FRAN,FRANCESCAS HLDGS CORP COM NEW,Q,Y,N,,20200728,20200728230032
GLDI,CREDIT SUISSE X-LINKS GOLD SHS,G,Y,N,,20200728,20200728230032
IMMP,IMMUTEP LTD SPONSORED ADR (AUS,G,Y,N,,20200728,20200728230032
KTOV,KITOV PHARMA LTD SPONSORED ADR,S,Y,N,,20200728,20200728230032
MTP,MIDATECH PHARMA PLC  SPONSORED,S,Y,N,,20200728,20200728230032
NURO,NEUROMETRIX INC COM PAR $.0001,S,Y,N,,20200728,20200728230032
PECK,"THE PECK COMPANY HOLDINGS, INC",S,Y,N,,20200728,20200728230032
RIOT,RIOT BLOCKCHAIN INC COM,S,Y,N,,20200728,20200728230032
WKEY,WISEKEY INTL HLDGS S A  SPONSO,G,Y,N,,20200728,20200728230032
AGBA,AGBA ACQUISITION LTD SHS,S,Y,N,,20200729,20200729230031
AGBAW,AGBA ACQUISITION LTD WT EXP 05,S,Y,N,,20200729,20200729230031
BIOL,BIOLASE INC COM STK NEW,S,Y,N,,20200729,20200729230031
BOXL,BOXLIGHT CORP COM CL A,S,Y,N,,20200729,20200729230031
CSSEN,CHICKEN SOUP FOR THE SOUL ENTM,G,Y,N,,20200729,20200729230031
DWEQ,ADVISORSHARES TR DORSEY WRIGHT,G,Y,N,,20200729,20200729230031
EEMA,ISHARES MSCI EMERGING MARKETS,G,Y,N,,20200729,20200729230031
FRAN,FRANCESCAS HLDGS CORP COM NEW,Q,Y,N,,20200729,20200729230031
GLDI,CREDIT SUISSE X-LINKS GOLD SHS,G,Y,N,,20200729,20200729230031
IMMP,IMMUTEP LTD SPONSORED ADR (AUS,G,Y,N,,20200729,20200729230031
KTOV,KITOV PHARMA LTD SPONSORED ADR,S,Y,N,,20200729,20200729230031
MTP,MIDATECH PHARMA PLC  SPONSORED,S,Y,N,,20200729,20200729230031
NURO,NEUROMETRIX INC COM PAR $.0001,S,Y,N,,20200729,20200729230031
PECK,"THE PECK COMPANY HOLDINGS, INC",S,Y,N,,20200729,20200729230031
RIOT,RIOT BLOCKCHAIN INC COM,S,Y,N,,20200729,20200729230031
WKEY,WISEKEY INTL HLDGS S A  SPONSO,G,Y,N,,20200729,20200729230031
AGBA,AGBA ACQUISITION LTD SHS,S,Y,N,,20200730,20200730230031
AGBAW,AGBA ACQUISITION LTD WT EXP 05,S,Y,N,,20200730,20200730230031
BIOL,BIOLASE INC COM STK NEW,S,Y,N,,20200730,20200730230031
CSSEN,CHICKEN SOUP FOR THE SOUL ENTM,G,Y,N,,20200730,20200730230031
EEMA,ISHARES MSCI EMERGING MARKETS,G,Y,N,,20200730,20200730230031
FRAN,FRANCESCAS HLDGS CORP COM NEW,Q,Y,N,,20200730,20200730230031
GLDI,CREDIT SUISSE X-LINKS GOLD SHS,G,Y,N,,20200730,20200730230031
IMMP,IMMUTEP LTD SPONSORED ADR (AUS,G,Y,N,,20200730,20200730230031
KTOV,KITOV PHARMA LTD SPONSORED ADR,S,Y,N,,20200730,20200730230031
MTP,MIDATECH PHARMA PLC  SPONSORED,S,Y,N,,20200730,20200730230031
NURO,NEUROMETRIX INC COM PAR $.0001,S,Y,N,,20200730,20200730230031
PECK,"THE PECK COMPANY HOLDINGS, INC",S,Y,N,,20200730,20200730230031
RIOT,RIOT BLOCKCHAIN INC COM,S,Y,N,,20200730,20200730230031
WKEY,WISEKEY INTL HLDGS S A  SPONSO,G,Y,N,,20200730,20200730230031
BIOL,BIOLASE INC COM STK NEW,S,Y,N,,20200731,20200731230003
CSSEN,CHICKEN SOUP FOR THE SOUL ENTM,G,Y,N,,20200731,20200731230003
ENT,GLOBAL EAGLE ENTMT INC  COM NE,S,Y,N,,20200731,20200731230003
FRAN,FRANCESCAS HLDGS CORP COM NEW,Q,Y,N,,20200731,20200731230003
GLDI,CREDIT SUISSE X-LINKS GOLD SHS,G,Y,N,,20200731,20200731230003
KTOV,KITOV PHARMA LTD SPONSORED ADR,S,Y,N,,20200731,20200731230003
MTP,MIDATECH PHARMA PLC  SPONSORED,S,Y,N,,20200731,20200731230003
ONTXW,"ONCONOVA THERAPEUTICS, INC. WA",S,Y,N,,20200731,20200731230003
PECK,"THE PECK COMPANY HOLDINGS, INC",S,Y,N,,20200731,20200731230003
RFEM,FIRST TRUST III RIVERFRONT DYN,G,Y,N,,20200731,20200731230003
RIOT,RIOT BLOCKCHAIN INC COM,S,Y,N,,20200731,20200731230003
WKEY,WISEKEY INTL HLDGS S A  SPONSO,G,Y,N,,20200731,20200731230003
BIOL,BIOLASE INC COM STK NEW,S,Y,N,,20200803,20200803230033
CSSEN,CHICKEN SOUP FOR THE SOUL ENTM,G,Y,N,,20200803,20200803230033
FRAN,FRANCESCAS HLDGS CORP COM NEW,Q,Y,N,,20200803,20200803230033
GLDI,CREDIT SUISSE X-LINKS GOLD SHS,G,Y,N,,20200803,20200803230033
KTOV,KITOV PHARMA LTD SPONSORED ADR,S,Y,N,,20200803,20200803230033
MTP,MIDATECH PHARMA PLC  SPONSORED,S,Y,N,,20200803,20200803230033
ONTXW,"ONCONOVA THERAPEUTICS, INC. WA",S,Y,N,,20200803,20200803230033
PECK,"THE PECK COMPANY HOLDINGS, INC",S,Y,N,,20200803,20200803230033
RFEM,FIRST TRUST III RIVERFRONT DYN,G,Y,N,,20200803,20200803230033
RIOT,RIOT BLOCKCHAIN INC COM,S,Y,N,,20200803,20200803230033
WKEY,WISEKEY INTL HLDGS S A  SPONSO,G,Y,N,,20200803,20200803230033
BIOL,BIOLASE INC COM STK NEW,S,Y,N,,20200804,20200804230040
CSSEN,CHICKEN SOUP FOR THE SOUL ENTM,G,Y,N,,20200804,20200804230040
FRAN,FRANCESCAS HLDGS CORP COM NEW,Q,Y,N,,20200804,20200804230040
GLDI,CREDIT SUISSE X-LINKS GOLD SHS,G,Y,N,,20200804,20200804230040
KTOV,KITOV PHARMA LTD SPONSORED ADR,S,Y,N,,20200804,20200804230040
MTP,MIDATECH PHARMA PLC  SPONSORED,S,Y,N,,20200804,20200804230040
ONTXW,"ONCONOVA THERAPEUTICS, INC. WA",S,Y,N,,20200804,20200804230040
PECK,"THE PECK COMPANY HOLDINGS, INC",S,Y,N,,20200804,20200804230040
RFEM,FIRST TRUST III RIVERFRONT DYN,G,Y,N,,20200804,20200804230040
RIOT,RIOT BLOCKCHAIN INC COM,S,Y,N,,20200804,20200804230040
WKEY,WISEKEY INTL HLDGS S A  SPONSO,G,Y,N,,20200804,20200804230040
XSPA,XPRESSPA GROUP INC COM PAR (DE,S,Y,N,,20200804,20200804230040
BSMM,INVESCO BULLETSHARES 2022 MUNI,G,Y,N,,20200805,20200805230031
CSSEN,CHICKEN SOUP FOR THE SOUL ENTM,G,Y,N,,20200805,20200805230031
FRAN,FRANCESCAS HLDGS CORP COM NEW,Q,Y,N,,20200805,20200805230031
GLDI,CREDIT SUISSE X-LINKS GOLD SHS,G,Y,N,,20200805,20200805230031
KTOV,KITOV PHARMA LTD SPONSORED ADR,S,Y,N,,20200805,20200805230031
MTP,MIDATECH PHARMA PLC  SPONSORED,S,Y,N,,20200805,20200805230031
ONTXW,"ONCONOVA THERAPEUTICS, INC. WA",S,Y,N,,20200805,20200805230031
PECK,"THE PECK COMPANY HOLDINGS, INC",S,Y,N,,20200805,20200805230031
RFEM,FIRST TRUST III RIVERFRONT DYN,G,Y,N,,20200805,20200805230031
RIOT,RIOT BLOCKCHAIN INC COM,S,Y,N,,20200805,20200805230031
SQBG,"SEQUENTIAL BRANDS GROUP, INC.",S,Y,N,,20200805,20200805230031
WKEY,WISEKEY INTL HLDGS S A  SPONSO,G,Y,N,,20200805,20200805230031
XSPA,XPRESSPA GROUP INC COM PAR (DE,S,Y,N,,20200805,20200805230031
BSMM,INVESCO BULLETSHARES 2022 MUNI,G,Y,N,,20200806,20200806230032
FDNI,FIRST TR ETF II DOW JONES  INT,G,Y,N,,20200806,20200806230032
FRAN,FRANCESCAS HLDGS CORP COM NEW,Q,Y,N,,20200806,20200806230032
GLDI,CREDIT SUISSE X-LINKS GOLD SHS,G,Y,N,,20200806,20200806230032
KTOV,KITOV PHARMA LTD SPONSORED ADR,S,Y,N,,20200806,20200806230032
MTP,MIDATECH PHARMA PLC  SPONSORED,S,Y,N,,20200806,20200806230032
ONTXW,"ONCONOVA THERAPEUTICS, INC. WA",S,Y,N,,20200806,20200806230032
PECK,"THE PECK COMPANY HOLDINGS, INC",S,Y,N,,20200806,20200806230032
RFEM,FIRST TRUST III RIVERFRONT DYN,G,Y,N,,20200806,20200806230032
RIOT,RIOT BLOCKCHAIN INC COM,S,Y,N,,20200806,20200806230032
SNOA,SONOMA PHARMACEUTICALS INC COM,S,Y,N,,20200806,20200806230032
SQBG,"SEQUENTIAL BRANDS GROUP, INC.",S,Y,N,,20200806,20200806230032
WKEY,WISEKEY INTL HLDGS S A  SPONSO,G,Y,N,,20200806,20200806230032
XSPA,XPRESSPA GROUP INC COM PAR (DE,S,Y,N,,20200806,20200806230032
BSMM,INVESCO BULLETSHARES 2022 MUNI,G,Y,N,,20200807,20200807230031
EDOC,GLOBAL X FDS TELEMEDICINE & DI,G,Y,N,,20200807,20200807230031
FDNI,FIRST TR ETF II DOW JONES  INT,G,Y,N,,20200807,20200807230031
FRAN,FRANCESCAS HLDGS CORP COM NEW,Q,Y,N,,20200807,20200807230031
GLDI,CREDIT SUISSE X-LINKS GOLD SHS,G,Y,N,,20200807,20200807230031
HUGE,FSD PHARMA INC CL B SUB VTG SH,S,Y,N,,20200807,20200807230031
KTOV,KITOV PHARMA LTD SPONSORED ADR,S,Y,N,,20200807,20200807230031
ONTXW,"ONCONOVA THERAPEUTICS, INC. WA",S,Y,N,,20200807,20200807230031
PECK,"THE PECK COMPANY HOLDINGS, INC",S,Y,N,,20200807,20200807230031
PSTV,PLUS THERAPEUTICS INC COM NEW,S,Y,N,,20200807,20200807230031
RIOT,RIOT BLOCKCHAIN INC COM,S,Y,N,,20200807,20200807230031
SNOA,SONOMA PHARMACEUTICALS INC COM,S,Y,N,,20200807,20200807230031
SQBG,"SEQUENTIAL BRANDS GROUP, INC.",S,Y,N,,20200807,20200807230031
WKEY,WISEKEY INTL HLDGS S A  SPONSO,G,Y,N,,20200807,20200807230031
XSPA,XPRESSPA GROUP INC COM PAR (DE,S,Y,N,,20200807,20200807230031
BSMM,INVESCO BULLETSHARES 2022 MUNI,G,Y,N,,20200810,20200810230031
EDOC,GLOBAL X FDS TELEMEDICINE & DI,G,Y,N,,20200810,20200810230031
ETACU,E MERGE TECHNOLOGY ACQUISITION,S,Y,N,,20200810,20200810230031
FDNI,FIRST TR ETF II DOW JONES  INT,G,Y,N,,20200810,20200810230031
FRAN,FRANCESCAS HLDGS CORP COM NEW,Q,Y,N,,20200810,20200810230031
GLDI,CREDIT SUISSE X-LINKS GOLD SHS,G,Y,N,,20200810,20200810230031
HUGE,FSD PHARMA INC CL B SUB VTG SH,S,Y,N,,20200810,20200810230031
KTOV,KITOV PHARMA LTD SPONSORED ADR,S,Y,N,,20200810,20200810230031
MARA,MARATHON PATENT GROUP INC COM,S,Y,N,,20200810,20200810230031
NHICU,NEWHOLD INVT CORP UNIT 1 COM &,S,Y,N,,20200810,20200810230031
ONTXW,"ONCONOVA THERAPEUTICS, INC. WA",S,Y,N,,20200810,20200810230031
PECK,"THE PECK COMPANY HOLDINGS, INC",S,Y,N,,20200810,20200810230031
PSTV,PLUS THERAPEUTICS INC COM NEW,S,Y,N,,20200810,20200810230031
RIOT,RIOT BLOCKCHAIN INC COM,S,Y,N,,20200810,20200810230031
SNOA,SONOMA PHARMACEUTICALS INC COM,S,Y,N,,20200810,20200810230031
SQBG,"SEQUENTIAL BRANDS GROUP, INC.",S,Y,N,,20200810,20200810230031
WKEY,WISEKEY INTL HLDGS S A  SPONSO,G,Y,N,,20200810,20200810230031
XSPA,XPRESSPA GROUP INC COM PAR (DE,S,Y,N,,20200810,20200810230031
AIHS,SENMIAO TECHNOLOGY LTD COM,S,Y,N,,20200811,20200811230031
BSMM,INVESCO BULLETSHARES 2022 MUNI,G,Y,N,,20200811,20200811230031
EDOC,GLOBAL X FDS TELEMEDICINE & DI,G,Y,N,,20200811,20200811230031
ETACU,E MERGE TECHNOLOGY ACQUISITION,S,Y,N,,20200811,20200811230031
FDNI,FIRST TR ETF II DOW JONES  INT,G,Y,N,,20200811,20200811230031
FRAN,FRANCESCAS HLDGS CORP COM NEW,Q,Y,N,,20200811,20200811230031
GLDI,CREDIT SUISSE X-LINKS GOLD SHS,G,Y,N,,20200811,20200811230031
HUGE,FSD PHARMA INC CL B SUB VTG SH,S,Y,N,,20200811,20200811230031
KTOV,KITOV PHARMA LTD SPONSORED ADR,S,Y,N,,20200811,20200811230031
MARA,MARATHON PATENT GROUP INC COM,S,Y,N,,20200811,20200811230031
NHICU,NEWHOLD INVT CORP UNIT 1 COM &,S,Y,N,,20200811,20200811230031
PECK,"THE PECK COMPANY HOLDINGS, INC",S,Y,N,,20200811,20200811230031
PSTV,PLUS THERAPEUTICS INC COM NEW,S,Y,N,,20200811,20200811230031
RIOT,RIOT BLOCKCHAIN INC COM,S,Y,N,,20200811,20200811230031
SNOA,SONOMA PHARMACEUTICALS INC COM,S,Y,N,,20200811,20200811230031
SQBG,"SEQUENTIAL BRANDS GROUP, INC.",S,Y,N,,20200811,20200811230031
WKEY,WISEKEY INTL HLDGS S A  SPONSO,G,Y,N,,20200811,20200811230031
XSPA,XPRESSPA GROUP INC COM PAR (DE,S,Y,N,,20200811,20200811230031
AIHS,SENMIAO TECHNOLOGY LTD COM,S,Y,N,,20200812,20200812230031
EDOC,GLOBAL X FDS TELEMEDICINE & DI,G,Y,N,,20200812,20200812230031
ETACU,E MERGE TECHNOLOGY ACQUISITION,S,Y,N,,20200812,20200812230031
FDNI,FIRST TR ETF II DOW JONES  INT,G,Y,N,,20200812,20200812230031
FRAN,FRANCESCAS HLDGS CORP COM NEW,Q,Y,N,,20200812,20200812230031
GLDI,CREDIT SUISSE X-LINKS GOLD SHS,G,Y,N,,20200812,20200812230031
HUGE,FSD PHARMA INC CL B SUB VTG SH,S,Y,N,,20200812,20200812230031
KTOV,KITOV PHARMA LTD SPONSORED ADR,S,Y,N,,20200812,20200812230031
MARA,MARATHON PATENT GROUP INC COM,S,Y,N,,20200812,20200812230031
NHICU,NEWHOLD INVT CORP UNIT 1 COM &,S,Y,N,,20200812,20200812230031
PECK,"THE PECK COMPANY HOLDINGS, INC",S,Y,N,,20200812,20200812230031
PSTV,PLUS THERAPEUTICS INC COM NEW,S,Y,N,,20200812,20200812230031
RIOT,RIOT BLOCKCHAIN INC COM,S,Y,N,,20200812,20200812230031
SNOA,SONOMA PHARMACEUTICALS INC COM,S,Y,N,,20200812,20200812230031
SQBG,"SEQUENTIAL BRANDS GROUP, INC.",S,Y,N,,20200812,20200812230031
TUR,ISHARES MSCI TURKEY ETF,G,Y,N,,20200812,20200812230031
WKEY,WISEKEY INTL HLDGS S A  SPONSO,G,Y,N,,20200812,20200812230031
XSPA,XPRESSPA GROUP INC COM PAR (DE,S,Y,N,,20200812,20200812230031
AIHS,SENMIAO TECHNOLOGY LTD COM,S,Y,N,,20200813,20200813230033
BFRA,BIOFRONTERA AG ADS (DEU),S,Y,N,,20200813,20200813230033
DRIOW,DARIOHEALTH CORP WT EXP 03/08/,S,Y,N,,20200813,20200813230033
EDOC,GLOBAL X FDS TELEMEDICINE & DI,G,Y,N,,20200813,20200813230033
ETACU,E MERGE TECHNOLOGY ACQUISITION,S,Y,N,,20200813,20200813230033
FRAN,FRANCESCAS HLDGS CORP COM NEW,Q,Y,N,,20200813,20200813230033
GLDI,CREDIT SUISSE X-LINKS GOLD SHS,G,Y,N,,20200813,20200813230033
HUGE,FSD PHARMA INC CL B SUB VTG SH,S,Y,N,,20200813,20200813230033
KTOV,KITOV PHARMA LTD SPONSORED ADR,S,Y,N,,20200813,20200813230033
MARA,MARATHON PATENT GROUP INC COM,S,Y,N,,20200813,20200813230033
NHICU,NEWHOLD INVT CORP UNIT 1 COM &,S,Y,N,,20200813,20200813230033
PECK,"THE PECK COMPANY HOLDINGS, INC",S,Y,N,,20200813,20200813230033
PSTV,PLUS THERAPEUTICS INC COM NEW,S,Y,N,,20200813,20200813230033
RIOT,RIOT BLOCKCHAIN INC COM,S,Y,N,,20200813,20200813230033
SQBG,"SEQUENTIAL BRANDS GROUP, INC.",S,Y,N,,20200813,20200813230033
TUR,ISHARES MSCI TURKEY ETF,G,Y,N,,20200813,20200813230033
WKEY,WISEKEY INTL HLDGS S A  SPONSO,G,Y,N,,20200813,20200813230033
XSPA,XPRESSPA GROUP INC COM PAR (DE,S,Y,N,,20200813,20200813230033
AIHS,SENMIAO TECHNOLOGY LTD COM,S,Y,N,,20200814,20200814230031
AREC,AMERICAN RES CORP COM NEW,S,Y,N,,20200814,20200814230031
BFRA,BIOFRONTERA AG ADS (DEU),S,Y,N,,20200814,20200814230031
DRIOW,DARIOHEALTH CORP WT EXP 03/08/,S,Y,N,,20200814,20200814230031
EDOC,GLOBAL X FDS TELEMEDICINE & DI,G,Y,N,,20200814,20200814230031
ETACU,E MERGE TECHNOLOGY ACQUISITION,S,Y,N,,20200814,20200814230031
FRAN,FRANCESCAS HLDGS CORP COM NEW,Q,Y,N,,20200814,20200814230031
GLDI,CREDIT SUISSE X-LINKS GOLD SHS,G,Y,N,,20200814,20200814230031
KTOV,KITOV PHARMA LTD SPONSORED ADR,S,Y,N,,20200814,20200814230031
MARA,MARATHON PATENT GROUP INC COM,S,Y,N,,20200814,20200814230031
MARK,REMARK HLDGS INC COM STK (DE),S,Y,N,,20200814,20200814230031
NHICU,NEWHOLD INVT CORP UNIT 1 COM &,S,Y,N,,20200814,20200814230031
PECK,"THE PECK COMPANY HOLDINGS, INC",S,Y,N,,20200814,20200814230031
PSTV,PLUS THERAPEUTICS INC COM NEW,S,Y,N,,20200814,20200814230031
RIOT,RIOT BLOCKCHAIN INC COM,S,Y,N,,20200814,20200814230031
SQBG,"SEQUENTIAL BRANDS GROUP, INC.",S,Y,N,,20200814,20200814230031
TUR,ISHARES MSCI TURKEY ETF,G,Y,N,,20200814,20200814230031
WKEY,WISEKEY INTL HLDGS S A  SPONSO,G,Y,N,,20200814,20200814230031
XSPA,XPRESSPA GROUP INC COM PAR (DE,S,Y,N,,20200814,20200814230031
AIHS,SENMIAO TECHNOLOGY LTD COM,S,Y,N,,20200817,20200817230030
AREC,AMERICAN RES CORP COM NEW,S,Y,N,,20200817,20200817230030
BFRA,BIOFRONTERA AG ADS (DEU),S,Y,N,,20200817,20200817230030
DRIOW,DARIOHEALTH CORP WT EXP 03/08/,S,Y,N,,20200817,20200817230030
EDOC,GLOBAL X FDS TELEMEDICINE & DI,G,Y,N,,20200817,20200817230030
ETACU,E MERGE TECHNOLOGY ACQUISITION,S,Y,N,,20200817,20200817230030
FRAN,FRANCESCAS HLDGS CORP COM NEW,Q,Y,N,,20200817,20200817230030
GLDI,CREDIT SUISSE X-LINKS GOLD SHS,G,Y,N,,20200817,20200817230030
KTOV,KITOV PHARMA LTD SPONSORED ADR,S,Y,N,,20200817,20200817230030
MARA,MARATHON PATENT GROUP INC COM,S,Y,N,,20200817,20200817230030
MARK,REMARK HLDGS INC COM STK (DE),S,Y,N,,20200817,20200817230030
NHICU,NEWHOLD INVT CORP UNIT 1 COM &,S,Y,N,,20200817,20200817230030
PECK,"THE PECK COMPANY HOLDINGS, INC",S,Y,N,,20200817,20200817230030
PSTV,PLUS THERAPEUTICS INC COM NEW,S,Y,N,,20200817,20200817230030
RIOT,RIOT BLOCKCHAIN INC COM,S,Y,N,,20200817,20200817230030
SQBG,"SEQUENTIAL BRANDS GROUP, INC.",S,Y,N,,20200817,20200817230030
TUR,ISHARES MSCI TURKEY ETF,G,Y,N,,20200817,20200817230030
WKEY,WISEKEY INTL HLDGS S A  SPONSO,G,Y,N,,20200817,20200817230030
XSPA,XPRESSPA GROUP INC COM PAR (DE,S,Y,N,,20200817,20200817230030
AIHS,SENMIAO TECHNOLOGY LTD COM,S,Y,N,,20200818,20200818230032
AREC,AMERICAN RES CORP COM NEW,S,Y,N,,20200818,20200818230032
BFRA,BIOFRONTERA AG ADS (DEU),S,Y,N,,20200818,20200818230032
DRIOW,DARIOHEALTH CORP WT EXP 03/08/,S,Y,N,,20200818,20200818230032
EDOC,GLOBAL X FDS TELEMEDICINE & DI,G,Y,N,,20200818,20200818230032
ETACU,E MERGE TECHNOLOGY ACQUISITION,S,Y,N,,20200818,20200818230032
FRAN,FRANCESCAS HLDGS CORP COM NEW,Q,Y,N,,20200818,20200818230032
GLDI,CREDIT SUISSE X-LINKS GOLD SHS,G,Y,N,,20200818,20200818230032
MARA,MARATHON PATENT GROUP INC COM,S,Y,N,,20200818,20200818230032
MARK,REMARK HLDGS INC COM STK (DE),S,Y,N,,20200818,20200818230032
NHICU,NEWHOLD INVT CORP UNIT 1 COM &,S,Y,N,,20200818,20200818230032
PECK,"THE PECK COMPANY HOLDINGS, INC",S,Y,N,,20200818,20200818230032
PSTV,PLUS THERAPEUTICS INC COM NEW,S,Y,N,,20200818,20200818230032
SQBG,"SEQUENTIAL BRANDS GROUP, INC.",S,Y,N,,20200818,20200818230032
TUR,ISHARES MSCI TURKEY ETF,G,Y,N,,20200818,20200818230032
WKEY,WISEKEY INTL HLDGS S A  SPONSO,G,Y,N,,20200818,20200818230032
AIHS,SENMIAO TECHNOLOGY LTD COM,S,Y,N,,20200819,20200819230032
AREC,AMERICAN RES CORP COM NEW,S,Y,N,,20200819,20200819230032
BFRA,BIOFRONTERA AG ADS (DEU),S,Y,N,,20200819,20200819230032
DRIOW,DARIOHEALTH CORP WT EXP 03/08/,S,Y,N,,20200819,20200819230032
EDOC,GLOBAL X FDS TELEMEDICINE & DI,G,Y,N,,20200819,20200819230032
ETACU,E MERGE TECHNOLOGY ACQUISITION,S,Y,N,,20200819,20200819230032
FRAN,FRANCESCAS HLDGS CORP COM NEW,Q,Y,N,,20200819,20200819230032
GLDI,CREDIT SUISSE X-LINKS GOLD SHS,G,Y,N,,20200819,20200819230032
MARA,MARATHON PATENT GROUP INC COM,S,Y,N,,20200819,20200819230032
MARK,REMARK HLDGS INC COM STK (DE),S,Y,N,,20200819,20200819230032
NHICU,NEWHOLD INVT CORP UNIT 1 COM &,S,Y,N,,20200819,20200819230032
PECK,"THE PECK COMPANY HOLDINGS, INC",S,Y,N,,20200819,20200819230032
PIZ,INVESCO EXCHANGE-TRADED FD TR,G,Y,N,,20200819,20200819230032
POLA,POLAR PWR INC. COM,S,Y,N,,20200819,20200819230032
PSTV,PLUS THERAPEUTICS INC COM NEW,S,Y,N,,20200819,20200819230032
SQBG,"SEQUENTIAL BRANDS GROUP, INC.",S,Y,N,,20200819,20200819230032
TUR,ISHARES MSCI TURKEY ETF,G,Y,N,,20200819,20200819230032
WKEY,WISEKEY INTL HLDGS S A  SPONSO,G,Y,N,,20200819,20200819230032
AIHS,SENMIAO TECHNOLOGY LTD COM,S,Y,N,,20200820,20200820230031
AREC,AMERICAN RES CORP COM NEW,S,Y,N,,20200820,20200820230031
BFRA,BIOFRONTERA AG ADS (DEU),S,Y,N,,20200820,20200820230031
DRIOW,DARIOHEALTH CORP WT EXP 03/08/,S,Y,N,,20200820,20200820230031
EDOC,GLOBAL X FDS TELEMEDICINE & DI,G,Y,N,,20200820,20200820230031
ETACU,E MERGE TECHNOLOGY ACQUISITION,S,Y,N,,20200820,20200820230031
FRAN,FRANCESCAS HLDGS CORP COM NEW,Q,Y,N,,20200820,20200820230031
GLDI,CREDIT SUISSE X-LINKS GOLD SHS,G,Y,N,,20200820,20200820230031
GNOM,GLOBAL X FDS GENOMICS & BIOTEC,G,Y,N,,20200820,20200820230031
MARA,MARATHON PATENT GROUP INC COM,S,Y,N,,20200820,20200820230031
MARK,REMARK HLDGS INC COM STK (DE),S,Y,N,,20200820,20200820230031
PECK,"THE PECK COMPANY HOLDINGS, INC",S,Y,N,,20200820,20200820230031
PIZ,INVESCO EXCHANGE-TRADED FD TR,G,Y,N,,20200820,20200820230031
POLA,POLAR PWR INC. COM,S,Y,N,,20200820,20200820230031
PSTV,PLUS THERAPEUTICS INC COM NEW,S,Y,N,,20200820,20200820230031
TUR,ISHARES MSCI TURKEY ETF,G,Y,N,,20200820,20200820230031
WKEY,WISEKEY INTL HLDGS S A  SPONSO,G,Y,N,,20200820,20200820230031
AIHS,SENMIAO TECHNOLOGY LTD COM,S,Y,N,,20200821,20200821230036
AREC,AMERICAN RES CORP COM NEW,S,Y,N,,20200821,20200821230036
BFRA,BIOFRONTERA AG ADS (DEU),S,Y,N,,20200821,20200821230036
EDOC,GLOBAL X FDS TELEMEDICINE & DI,G,Y,N,,20200821,20200821230036
ETACU,E MERGE TECHNOLOGY ACQUISITION,S,Y,N,,20200821,20200821230036
FRAN,FRANCESCAS HLDGS CORP COM NEW,Q,Y,N,,20200821,20200821230036
GLDI,CREDIT SUISSE X-LINKS GOLD SHS,G,Y,N,,20200821,20200821230036
GNOM,GLOBAL X FDS GENOMICS & BIOTEC,G,Y,N,,20200821,20200821230036
MARA,MARATHON PATENT GROUP INC COM,S,Y,N,,20200821,20200821230036
PECK,"THE PECK COMPANY HOLDINGS, INC",S,Y,N,,20200821,20200821230036
PIZ,INVESCO EXCHANGE-TRADED FD TR,G,Y,N,,20200821,20200821230036
POLA,POLAR PWR INC. COM,S,Y,N,,20200821,20200821230036
PSTV,PLUS THERAPEUTICS INC COM NEW,S,Y,N,,20200821,20200821230036
TUR,ISHARES MSCI TURKEY ETF,G,Y,N,,20200821,20200821230036
AIHS,SENMIAO TECHNOLOGY LTD COM,S,Y,N,,20200824,20200824230029
AREC,AMERICAN RES CORP COM NEW,S,Y,N,,20200824,20200824230029
BFRA,BIOFRONTERA AG ADS (DEU),S,Y,N,,20200824,20200824230029
EDOC,GLOBAL X FDS TELEMEDICINE & DI,G,Y,N,,20200824,20200824230029
ETACU,E MERGE TECHNOLOGY ACQUISITION,S,Y,N,,20200824,20200824230029
FRAN,FRANCESCAS HLDGS CORP COM NEW,Q,Y,N,,20200824,20200824230029
GLDI,CREDIT SUISSE X-LINKS GOLD SHS,G,Y,N,,20200824,20200824230029
GNOM,GLOBAL X FDS GENOMICS & BIOTEC,G,Y,N,,20200824,20200824230029
MARA,MARATHON PATENT GROUP INC COM,S,Y,N,,20200824,20200824230029
PECK,"THE PECK COMPANY HOLDINGS, INC",S,Y,N,,20200824,20200824230029
PIZ,INVESCO EXCHANGE-TRADED FD TR,G,Y,N,,20200824,20200824230029
POLA,POLAR PWR INC. COM,S,Y,N,,20200824,20200824230029
PSTV,PLUS THERAPEUTICS INC COM NEW,S,Y,N,,20200824,20200824230029
TUR,ISHARES MSCI TURKEY ETF,G,Y,N,,20200824,20200824230029
AIHS,SENMIAO TECHNOLOGY LTD COM,S,Y,N,,20200825,20200825230031
AREC,AMERICAN RES CORP COM NEW,S,Y,N,,20200825,20200825230031
BFRA,BIOFRONTERA AG ADS (DEU),S,Y,N,,20200825,20200825230031
