id,effectiveDate,cusip,symbol,description,market,listSource,publicationDate
214728,2020-08-28,74347X849,TBF,ProShares Short 20+ Year Treasury ETF,NYSE Arca,FINRA,2020-08-28
214752,2020-08-28,88034P109,TME,"Tencent Music Entertainment Group American Depositary Shares, each representing two Class A Ordinary",NYSE,FINRA,2020-08-28
214760,2020-08-28,25460E356,WEBS,Direxion Daily Dow Jones Internet Bear 3X Shares,NYSE Arca,FINRA,2020-08-28
214724,2020-08-28,966387409,WLL,Whiting Petroleum Corporation,NYSE,FINRA,2020-08-28
214726,2020-08-28,74347W114,ZSL,ProShares UltraShort Silver,NYSE Arca,FINRA,2020-08-28
214810,2020-08-31,715426102,AAAU,Perth Mint Physical Gold ETF (Trust),NYSE Arca,FINRA,2020-08-31
214826,2020-08-31,053906103,ASM,Avino Silver & Gold Mines Ltd. (Canada),NYSE American,FINRA,2020-08-31
214790,2020-08-31,37950E408,CHIQ,Global X MSCI China Consumer Discretionary ETF,NYSE Arca,FINRA,2020-08-31
214794,2020-08-31,25460G880,DUST,Direxion Daily Gold Miners Index Bear 2X Shares,NYSE Arca,FINRA,2020-08-31
214822,2020-08-31,025072752,ESGA,American Century Sustainable Equity ETF,NYSE Arca,FINRA,2020-08-31
214782,2020-08-31,464286756,EWD,iShares MSCI Sweden ETF,NYSE Arca,FINRA,2020-08-31
214818,2020-08-31,M4R82T106,FVRR,Fiverr International Ltd.,NYSE,FINRA,2020-08-31
214806,2020-08-31,381430602,GSSC,GS ActiveBeta U.S. Small Cap Equ,NYSE Arca,FINRA,2020-08-31
214800,2020-08-31,233051846,HAUZ,Xtrackers International Real Estate ETF,NYSE Arca,FINRA,2020-08-31
214808,2020-08-31,41653L404,HTAB,Hartford Schroders Tax-Aware Bond ETF,NYSE Arca,FINRA,2020-08-31
214814,2020-08-31,46435U366,IDRV,iShares Self-Driving EV and Tech ETF,NYSE Arca,FINRA,2020-08-31
214816,2020-08-31,46435U135,IHAK,iShares Cybersecurity and Tech ETF,NYSE Arca,FINRA,2020-08-31
214802,2020-08-31,46434V449,IMTM,iShares MSCI Intl Momentum Factor ETF,NYSE Arca,FINRA,2020-08-31
214798,2020-08-31,46138E669,PGHY,Invesco Global Short Term High Yield Bond ETF,NYSE Arca,FINRA,2020-08-31
214796,2020-08-31,46090A705,PHDG,Invesco S&P 500 Downside Hedged ETF,NYSE Arca,FINRA,2020-08-31
214792,2020-08-31,19248Y107,PSF,COHEN & STEERS SELECT PREFERRED AND INCOME FUND,NYSE,FINRA,2020-08-31
214804,2020-08-31,45409B305,QLS,IQ Hedge Long/Short Tracker ETF,NYSE Arca,FINRA,2020-08-31
214824,2020-08-31,77311W101,RKT,"Rocket Companies, Inc.",NYSE,FINRA,2020-08-31
214788,2020-08-31,74347X849,TBF,ProShares Short 20+ Year Treasury ETF,NYSE Arca,FINRA,2020-08-31
214812,2020-08-31,88034P109,TME,"Tencent Music Entertainment Group American Depositary Shares, each representing two Class A Ordinary",NYSE,FINRA,2020-08-31
214820,2020-08-31,25460E356,WEBS,Direxion Daily Dow Jones Internet Bear 3X Shares,NYSE Arca,FINRA,2020-08-31
214784,2020-08-31,966387409,WLL,Whiting Petroleum Corporation,NYSE,FINRA,2020-08-31
214786,2020-08-31,74347W114,ZSL,ProShares UltraShort Silver,NYSE Arca,FINRA,2020-08-31
214866,2020-09-01,715426102,AAAU,Perth Mint Physical Gold ETF (Trust),NYSE Arca,FINRA,2020-09-01
214850,2020-09-01,37950E408,CHIQ,Global X MSCI China Consumer Discretionary ETF,NYSE Arca,FINRA,2020-09-01
214854,2020-09-01,25460G880,DUST,Direxion Daily Gold Miners Index Bear 2X Shares,NYSE Arca,FINRA,2020-09-01
214878,2020-09-01,025072752,ESGA,American Century Sustainable Equity ETF,NYSE Arca,FINRA,2020-09-01
214842,2020-09-01,464286756,EWD,iShares MSCI Sweden ETF,NYSE Arca,FINRA,2020-09-01
214874,2020-09-01,M4R82T106,FVRR,Fiverr International Ltd.,NYSE,FINRA,2020-09-01
214860,2020-09-01,233051846,HAUZ,Xtrackers International Real Estate ETF,NYSE Arca,FINRA,2020-09-01
214870,2020-09-01,46435U366,IDRV,iShares Self-Driving EV and Tech ETF,NYSE Arca,FINRA,2020-09-01
214872,2020-09-01,46435U135,IHAK,iShares Cybersecurity and Tech ETF,NYSE Arca,FINRA,2020-09-01
214862,2020-09-01,46434V449,IMTM,iShares MSCI Intl Momentum Factor ETF,NYSE Arca,FINRA,2020-09-01
214858,2020-09-01,46138E669,PGHY,Invesco Global Short Term High Yield Bond ETF,NYSE Arca,FINRA,2020-09-01
214856,2020-09-01,46090A705,PHDG,Invesco S&P 500 Downside Hedged ETF,NYSE Arca,FINRA,2020-09-01
214852,2020-09-01,19248Y107,PSF,COHEN & STEERS SELECT PREFERRED AND INCOME FUND,NYSE,FINRA,2020-09-01
214864,2020-09-01,45409B305,QLS,IQ Hedge Long/Short Tracker ETF,NYSE Arca,FINRA,2020-09-01
214880,2020-09-01,77311W101,RKT,"Rocket Companies, Inc.",NYSE,FINRA,2020-09-01
214848,2020-09-01,74347X849,TBF,ProShares Short 20+ Year Treasury ETF,NYSE Arca,FINRA,2020-09-01
214868,2020-09-01,88034P109,TME,"Tencent Music Entertainment Group American Depositary Shares, each representing two Class A Ordinary",NYSE,FINRA,2020-09-01
214876,2020-09-01,25460E356,WEBS,Direxion Daily Dow Jones Internet Bear 3X Shares,NYSE Arca,FINRA,2020-09-01
214844,2020-09-01,966387409,WLL,Whiting Petroleum Corporation,NYSE,FINRA,2020-09-01
214846,2020-09-01,74347W114,ZSL,ProShares UltraShort Silver,NYSE Arca,FINRA,2020-09-01
214904,2020-09-02,715426102,AAAU,Perth Mint Physical Gold ETF (Trust),NYSE Arca,FINRA,2020-09-02
214890,2020-09-02,37950E408,CHIQ,Global X MSCI China Consumer Discretionary ETF,NYSE Arca,FINRA,2020-09-02
214894,2020-09-02,25460G880,DUST,Direxion Daily Gold Miners Index Bear 2X Shares,NYSE Arca,FINRA,2020-09-02
214916,2020-09-02,025072752,ESGA,American Century Sustainable Equity ETF,NYSE Arca,FINRA,2020-09-02
214882,2020-09-02,464286756,EWD,iShares MSCI Sweden ETF,NYSE Arca,FINRA,2020-09-02
214902,2020-09-02,30283W203,FTSI,"FTS International, Inc. Common Stock",NYSE American,FINRA,2020-09-02
214912,2020-09-02,M4R82T106,FVRR,Fiverr International Ltd.,NYSE,FINRA,2020-09-02
214908,2020-09-02,46435U366,IDRV,iShares Self-Driving EV and Tech ETF,NYSE Arca,FINRA,2020-09-02
214910,2020-09-02,46435U135,IHAK,iShares Cybersecurity and Tech ETF,NYSE Arca,FINRA,2020-09-02
214898,2020-09-02,759937303,IPOS,Renaissance International IPO ETF,NYSE Arca,FINRA,2020-09-02
214896,2020-09-02,46138E669,PGHY,Invesco Global Short Term High Yield Bond ETF,NYSE Arca,FINRA,2020-09-02
214892,2020-09-02,19248Y107,PSF,COHEN & STEERS SELECT PREFERRED AND INCOME FUND,NYSE,FINRA,2020-09-02
214900,2020-09-02,45409B305,QLS,IQ Hedge Long/Short Tracker ETF,NYSE Arca,FINRA,2020-09-02
214918,2020-09-02,77311W101,RKT,"Rocket Companies, Inc.",NYSE,FINRA,2020-09-02
214888,2020-09-02,74347X849,TBF,ProShares Short 20+ Year Treasury ETF,NYSE Arca,FINRA,2020-09-02
214906,2020-09-02,88034P109,TME,"Tencent Music Entertainment Group American Depositary Shares, each representing two Class A Ordinary",NYSE,FINRA,2020-09-02
214914,2020-09-02,25460E356,WEBS,Direxion Daily Dow Jones Internet Bear 3X Shares,NYSE Arca,FINRA,2020-09-02
214884,2020-09-02,966387508,WLL,Whiting Petroleum Corporation,NYSE,FINRA,2020-09-02
214886,2020-09-02,74347W114,ZSL,ProShares UltraShort Silver,NYSE Arca,FINRA,2020-09-02
214948,2020-09-03,715426102,AAAU,Perth Mint Physical Gold ETF (Trust),NYSE Arca,FINRA,2020-09-03
214932,2020-09-03,37950E408,CHIQ,Global X MSCI China Consumer Discretionary ETF,NYSE Arca,FINRA,2020-09-03
214960,2020-09-03,25614T309,DSS,"Document Security Systems, Inc.",NYSE American,FINRA,2020-09-03
214936,2020-09-03,25460G880,DUST,Direxion Daily Gold Miners Index Bear 2X Shares,NYSE Arca,FINRA,2020-09-03
214956,2020-09-03,025072752,ESGA,American Century Sustainable Equity ETF,NYSE Arca,FINRA,2020-09-03
214922,2020-09-03,464286756,EWD,iShares MSCI Sweden ETF,NYSE Arca,FINRA,2020-09-03
214944,2020-09-03,30283W203,FTSI,"FTS International, Inc. Common Stock",NYSE American,FINRA,2020-09-03
214954,2020-09-03,M4R82T106,FVRR,Fiverr International Ltd.,NYSE,FINRA,2020-09-03
214950,2020-09-03,46435U366,IDRV,iShares Self-Driving EV and Tech ETF,NYSE Arca,FINRA,2020-09-03
214952,2020-09-03,46435U135,IHAK,iShares Cybersecurity and Tech ETF,NYSE Arca,FINRA,2020-09-03
214940,2020-09-03,759937303,IPOS,Renaissance International IPO ETF,NYSE Arca,FINRA,2020-09-03
214946,2020-09-03,500767835,KURE,KraneShares MSCI All China Healt,NYSE Arca,FINRA,2020-09-03
214938,2020-09-03,46138E669,PGHY,Invesco Global Short Term High Yield Bond ETF,NYSE Arca,FINRA,2020-09-03
214934,2020-09-03,19248Y107,PSF,COHEN & STEERS SELECT PREFERRED AND INCOME FUND,NYSE,FINRA,2020-09-03
214942,2020-09-03,45409B305,QLS,IQ Hedge Long/Short Tracker ETF,NYSE Arca,FINRA,2020-09-03
214958,2020-09-03,77311W101,RKT,"Rocket Companies, Inc.",NYSE,FINRA,2020-09-03
214930,2020-09-03,74347X849,TBF,ProShares Short 20+ Year Treasury ETF,NYSE Arca,FINRA,2020-09-03
214928,2020-09-03,25460G849,TMV,Direxion Daily 20+ Year Treasury Bear 3X Shares (based on the NYSE 20 Year Plus Treasury Bond Index;,NYSE Arca,FINRA,2020-09-03
214924,2020-09-03,966387508,WLL,Whiting Petroleum Corporation,NYSE,FINRA,2020-09-03
214926,2020-09-03,74347W114,ZSL,ProShares UltraShort Silver,NYSE Arca,FINRA,2020-09-03
214988,2020-09-04,715426102,AAAU,Perth Mint Physical Gold ETF (Trust),NYSE Arca,FINRA,2020-09-04
214998,2020-09-04,25614T309,DSS,"Document Security Systems, Inc.",NYSE American,FINRA,2020-09-04
214974,2020-09-04,25460G880,DUST,Direxion Daily Gold Miners Index Bear 2X Shares,NYSE Arca,FINRA,2020-09-04
214994,2020-09-04,025072752,ESGA,American Century Sustainable Equity ETF,NYSE Arca,FINRA,2020-09-04
214962,2020-09-04,464286756,EWD,iShares MSCI Sweden ETF,NYSE Arca,FINRA,2020-09-04
214984,2020-09-04,30283W203,FTSI,"FTS International, Inc. Common Stock",NYSE American,FINRA,2020-09-04
214990,2020-09-04,46435U366,IDRV,iShares Self-Driving EV and Tech ETF,NYSE Arca,FINRA,2020-09-04
214992,2020-09-04,46435U135,IHAK,iShares Cybersecurity and Tech ETF,NYSE Arca,FINRA,2020-09-04
214980,2020-09-04,759937303,IPOS,Renaissance International IPO ETF,NYSE Arca,FINRA,2020-09-04
214986,2020-09-04,500767835,KURE,KraneShares MSCI All China Healt,NYSE Arca,FINRA,2020-09-04
214976,2020-09-04,46138E669,PGHY,Invesco Global Short Term High Yield Bond ETF,NYSE Arca,FINRA,2020-09-04
214972,2020-09-04,19248Y107,PSF,COHEN & STEERS SELECT PREFERRED AND INCOME FUND,NYSE,FINRA,2020-09-04
214978,2020-09-04,G4511M108,PSV,Hermitage Offshore Services Ltd.,NYSE,FINRA,2020-09-04
214982,2020-09-04,45409B305,QLS,IQ Hedge Long/Short Tracker ETF,NYSE Arca,FINRA,2020-09-04
214996,2020-09-04,77311W101,RKT,"Rocket Companies, Inc.",NYSE,FINRA,2020-09-04
214970,2020-09-04,74347X849,TBF,ProShares Short 20+ Year Treasury ETF,NYSE Arca,FINRA,2020-09-04
214968,2020-09-04,25460G849,TMV,Direxion Daily 20+ Year Treasury Bear 3X Shares (based on the NYSE 20 Year Plus Treasury Bond Index;,NYSE Arca,FINRA,2020-09-04
214964,2020-09-04,966387508,WLL,Whiting Petroleum Corporation,NYSE,FINRA,2020-09-04
214966,2020-09-04,74347W114,ZSL,ProShares UltraShort Silver,NYSE Arca,FINRA,2020-09-04
215030,2020-09-08,715426102,AAAU,Perth Mint Physical Gold ETF (Trust),NYSE Arca,FINRA,2020-09-08
215034,2020-09-08,30151E780,AMOM,Qraft AI-Enhanced US Large Cap Momentum ETF,NYSE Arca,FINRA,2020-09-08
215040,2020-09-08,53656F789,BETZ,Roundhill Sports Betting & iGaming ETF,NYSE Arca,FINRA,2020-09-08
215046,2020-09-08,25614T309,DSS,"Document Security Systems, Inc.",NYSE American,FINRA,2020-09-08
215016,2020-09-08,25460G880,DUST,Direxion Daily Gold Miners Index Bear 2X Shares,NYSE Arca,FINRA,2020-09-08
215042,2020-09-08,025072752,ESGA,American Century Sustainable Equity ETF,NYSE Arca,FINRA,2020-09-08
215002,2020-09-08,464286756,EWD,iShares MSCI Sweden ETF,NYSE Arca,FINRA,2020-09-08
215026,2020-09-08,30283W203,FTSI,"FTS International, Inc. Common Stock",NYSE American,FINRA,2020-09-08
215032,2020-09-08,46435U366,IDRV,iShares Self-Driving EV and Tech ETF,NYSE Arca,FINRA,2020-09-08
215038,2020-09-08,46435U135,IHAK,iShares Cybersecurity and Tech ETF,NYSE Arca,FINRA,2020-09-08
215022,2020-09-08,759937303,IPOS,Renaissance International IPO ETF,NYSE Arca,FINRA,2020-09-08
215010,2020-09-08,48213W101,JE,JUST ENERGY GROUP INC.,NYSE,FINRA,2020-09-08
215028,2020-09-08,500767835,KURE,KraneShares MSCI All China Healt,NYSE Arca,FINRA,2020-09-08
215036,2020-09-08,53656F706,NERD,Roundhill BITKRAFT Esports & Digital Entertainment ETF,NYSE Arca,FINRA,2020-09-08
215014,2020-09-08,19248Y107,PSF,COHEN & STEERS SELECT PREFERRED AND INCOME FUND,NYSE,FINRA,2020-09-08
215020,2020-09-08,G4511M108,PSV,Hermitage Offshore Services Ltd.,NYSE,FINRA,2020-09-08
215024,2020-09-08,45409B305,QLS,IQ Hedge Long/Short Tracker ETF,NYSE Arca,FINRA,2020-09-08
215044,2020-09-08,77311W101,RKT,"Rocket Companies, Inc.",NYSE,FINRA,2020-09-08
215012,2020-09-08,74347X849,TBF,ProShares Short 20+ Year Treasury ETF,NYSE Arca,FINRA,2020-09-08
215018,2020-09-08,887080109,TMBR,"Timber Pharmaceuticals, Inc.",NYSE American,FINRA,2020-09-08
215008,2020-09-08,25460G849,TMV,Direxion Daily 20+ Year Treasury Bear 3X Shares (based on the NYSE 20 Year Plus Treasury Bond Index;,NYSE Arca,FINRA,2020-09-08
215004,2020-09-08,966387508,WLL,Whiting Petroleum Corporation,NYSE,FINRA,2020-09-08
215006,2020-09-08,74347W114,ZSL,ProShares UltraShort Silver,NYSE Arca,FINRA,2020-09-08
215088,2020-09-09,715426102,AAAU,Perth Mint Physical Gold ETF (Trust),NYSE Arca,FINRA,2020-09-09
215092,2020-09-09,30151E780,AMOM,Qraft AI-Enhanced US Large Cap Momentum ETF,NYSE Arca,FINRA,2020-09-09
215100,2020-09-09,53656F789,BETZ,Roundhill Sports Betting & iGaming ETF,NYSE Arca,FINRA,2020-09-09
215098,2020-09-09,09661T107,BKLC,BNY Mellon US Large Cap Core Equity ETF,NYSE Arca,FINRA,2020-09-09
215106,2020-09-09,25614T309,DSS,"Document Security Systems, Inc.",NYSE American,FINRA,2020-09-09
215074,2020-09-09,25460G880,DUST,Direxion Daily Gold Miners Index Bear 2X Shares,NYSE Arca,FINRA,2020-09-09
215102,2020-09-09,025072752,ESGA,American Century Sustainable Equity ETF,NYSE Arca,FINRA,2020-09-09
215062,2020-09-09,464286756,EWD,iShares MSCI Sweden ETF,NYSE Arca,FINRA,2020-09-09
215084,2020-09-09,30283W203,FTSI,"FTS International, Inc. Common Stock",NYSE American,FINRA,2020-09-09
215090,2020-09-09,46435U366,IDRV,iShares Self-Driving EV and Tech ETF,NYSE Arca,FINRA,2020-09-09
215096,2020-09-09,46435U135,IHAK,iShares Cybersecurity and Tech ETF,NYSE Arca,FINRA,2020-09-09
215080,2020-09-09,759937303,IPOS,Renaissance International IPO ETF,NYSE Arca,FINRA,2020-09-09
215070,2020-09-09,48213W101,JE,JUST ENERGY GROUP INC.,NYSE,FINRA,2020-09-09
215086,2020-09-09,500767835,KURE,KraneShares MSCI All China Healt,NYSE Arca,FINRA,2020-09-09
215094,2020-09-09,53656F706,NERD,Roundhill BITKRAFT Esports & Digital Entertainment ETF,NYSE Arca,FINRA,2020-09-09
215078,2020-09-09,G4511M108,PSV,Hermitage Offshore Services Ltd.,NYSE,FINRA,2020-09-09
215082,2020-09-09,45409B305,QLS,IQ Hedge Long/Short Tracker ETF,NYSE Arca,FINRA,2020-09-09
215104,2020-09-09,77311W101,RKT,"Rocket Companies, Inc.",NYSE,FINRA,2020-09-09
215072,2020-09-09,74347X849,TBF,ProShares Short 20+ Year Treasury ETF,NYSE Arca,FINRA,2020-09-09
215076,2020-09-09,887080109,TMBR,"Timber Pharmaceuticals, Inc.",NYSE American,FINRA,2020-09-09
215068,2020-09-09,25460G849,TMV,Direxion Daily 20+ Year Treasury Bear 3X Shares (based on the NYSE 20 Year Plus Treasury Bond Index;,NYSE Arca,FINRA,2020-09-09
215064,2020-09-09,966387508,WLL,Whiting Petroleum Corporation,NYSE,FINRA,2020-09-09
215066,2020-09-09,74347W114,ZSL,ProShares UltraShort Silver,NYSE Arca,FINRA,2020-09-09
215150,2020-09-10,715426102,AAAU,Perth Mint Physical Gold ETF (Trust),NYSE Arca,FINRA,2020-09-10
215154,2020-09-10,30151E780,AMOM,Qraft AI-Enhanced US Large Cap Momentum ETF,NYSE Arca,FINRA,2020-09-10
215162,2020-09-10,53656F789,BETZ,Roundhill Sports Betting & iGaming ETF,NYSE Arca,FINRA,2020-09-10
215160,2020-09-10,09661T107,BKLC,BNY Mellon US Large Cap Core Equity ETF,NYSE Arca,FINRA,2020-09-10
215168,2020-09-10,25614T309,DSS,"Document Security Systems, Inc.",NYSE American,FINRA,2020-09-10
215136,2020-09-10,25460G880,DUST,Direxion Daily Gold Miners Index Bear 2X Shares,NYSE Arca,FINRA,2020-09-10
215164,2020-09-10,025072752,ESGA,American Century Sustainable Equity ETF,NYSE Arca,FINRA,2020-09-10
215122,2020-09-10,464286806,EWG,iShares MSCI Germany ETF,NYSE Arca,FINRA,2020-09-10
215146,2020-09-10,30283W203,FTSI,"FTS International, Inc. Common Stock",NYSE American,FINRA,2020-09-10
215134,2020-09-10,37954Y863,GOEX,Global X Gold Explorers ETF (NEW),NYSE Arca,FINRA,2020-09-10
215152,2020-09-10,46435U366,IDRV,iShares Self-Driving EV and Tech ETF,NYSE Arca,FINRA,2020-09-10
215158,2020-09-10,46435U135,IHAK,iShares Cybersecurity and Tech ETF,NYSE Arca,FINRA,2020-09-10
215142,2020-09-10,759937303,IPOS,Renaissance International IPO ETF,NYSE Arca,FINRA,2020-09-10
215130,2020-09-10,48213W101,JE,JUST ENERGY GROUP INC.,NYSE,FINRA,2020-09-10
215148,2020-09-10,500767835,KURE,KraneShares MSCI All China Healt,NYSE Arca,FINRA,2020-09-10
215156,2020-09-10,53656F706,NERD,Roundhill BITKRAFT Esports & Digital Entertainment ETF,NYSE Arca,FINRA,2020-09-10
215140,2020-09-10,G4511M108,PSV,Hermitage Offshore Services Ltd.,NYSE,FINRA,2020-09-10
215144,2020-09-10,45409B305,QLS,IQ Hedge Long/Short Tracker ETF,NYSE Arca,FINRA,2020-09-10
215166,2020-09-10,77311W101,RKT,"Rocket Companies, Inc.",NYSE,FINRA,2020-09-10
215132,2020-09-10,74347X849,TBF,ProShares Short 20+ Year Treasury ETF,NYSE Arca,FINRA,2020-09-10
215138,2020-09-10,887080109,TMBR,"Timber Pharmaceuticals, Inc.",NYSE American,FINRA,2020-09-10
215128,2020-09-10,25460G849,TMV,Direxion Daily 20+ Year Treasury Bear 3X Shares (based on the NYSE 20 Year Plus Treasury Bond Index;,NYSE Arca,FINRA,2020-09-10
215124,2020-09-10,966387508,WLL,Whiting Petroleum Corporation,NYSE,FINRA,2020-09-10
215126,2020-09-10,74347W114,ZSL,ProShares UltraShort Silver,NYSE Arca,FINRA,2020-09-10
215208,2020-09-11,715426102,AAAU,Perth Mint Physical Gold ETF (Trust),NYSE Arca,FINRA,2020-09-11
215212,2020-09-11,30151E780,AMOM,Qraft AI-Enhanced US Large Cap Momentum ETF,NYSE Arca,FINRA,2020-09-11
215220,2020-09-11,53656F789,BETZ,Roundhill Sports Betting & iGaming ETF,NYSE Arca,FINRA,2020-09-11
215218,2020-09-11,09661T107,BKLC,BNY Mellon US Large Cap Core Equity ETF,NYSE Arca,FINRA,2020-09-11
215226,2020-09-11,25614T309,DSS,"Document Security Systems, Inc.",NYSE American,FINRA,2020-09-11
215196,2020-09-11,25460G880,DUST,Direxion Daily Gold Miners Index Bear 2X Shares,NYSE Arca,FINRA,2020-09-11
215222,2020-09-11,025072752,ESGA,American Century Sustainable Equity ETF,NYSE Arca,FINRA,2020-09-11
215182,2020-09-11,464286806,EWG,iShares MSCI Germany ETF,NYSE Arca,FINRA,2020-09-11
215194,2020-09-11,37954Y863,GOEX,Global X Gold Explorers ETF (NEW),NYSE Arca,FINRA,2020-09-11
215210,2020-09-11,46435U366,IDRV,iShares Self-Driving EV and Tech ETF,NYSE Arca,FINRA,2020-09-11
215216,2020-09-11,46435U135,IHAK,iShares Cybersecurity and Tech ETF,NYSE Arca,FINRA,2020-09-11
215202,2020-09-11,759937303,IPOS,Renaissance International IPO ETF,NYSE Arca,FINRA,2020-09-11
215190,2020-09-11,48213W101,JE,JUST ENERGY GROUP INC.,NYSE,FINRA,2020-09-11
215206,2020-09-11,500767835,KURE,KraneShares MSCI All China Healt,NYSE Arca,FINRA,2020-09-11
215214,2020-09-11,53656F706,NERD,Roundhill BITKRAFT Esports & Digital Entertainment ETF,NYSE Arca,FINRA,2020-09-11
215200,2020-09-11,G4511M108,PSV,Hermitage Offshore Services Ltd.,NYSE,FINRA,2020-09-11
215204,2020-09-11,45409B305,QLS,IQ Hedge Long/Short Tracker ETF,NYSE Arca,FINRA,2020-09-11
215224,2020-09-11,77311W101,RKT,"Rocket Companies, Inc.",NYSE,FINRA,2020-09-11
215192,2020-09-11,74347X849,TBF,ProShares Short 20+ Year Treasury ETF,NYSE Arca,FINRA,2020-09-11
215198,2020-09-11,887080109,TMBR,"Timber Pharmaceuticals, Inc.",NYSE American,FINRA,2020-09-11
215188,2020-09-11,25460G849,TMV,Direxion Daily 20+ Year Treasury Bear 3X Shares (based on the NYSE 20 Year Plus Treasury Bond Index;,NYSE Arca,FINRA,2020-09-11
215184,2020-09-11,966387508,WLL,Whiting Petroleum Corporation,NYSE,FINRA,2020-09-11
215186,2020-09-11,74347W114,ZSL,ProShares UltraShort Silver,NYSE Arca,FINRA,2020-09-11
215264,2020-09-14,715426102,AAAU,Perth Mint Physical Gold ETF (Trust),NYSE Arca,FINRA,2020-09-14
215268,2020-09-14,30151E780,AMOM,Qraft AI-Enhanced US Large Cap Momentum ETF,NYSE Arca,FINRA,2020-09-14
215276,2020-09-14,53656F789,BETZ,Roundhill Sports Betting & iGaming ETF,NYSE Arca,FINRA,2020-09-14
215274,2020-09-14,09661T107,BKLC,BNY Mellon US Large Cap Core Equity ETF,NYSE Arca,FINRA,2020-09-14
215282,2020-09-14,25614T309,DSS,"Document Security Systems, Inc.",NYSE American,FINRA,2020-09-14
215254,2020-09-14,25460G880,DUST,Direxion Daily Gold Miners Index Bear 2X Shares,NYSE Arca,FINRA,2020-09-14
215278,2020-09-14,025072752,ESGA,American Century Sustainable Equity ETF,NYSE Arca,FINRA,2020-09-14
215242,2020-09-14,464286806,EWG,iShares MSCI Germany ETF,NYSE Arca,FINRA,2020-09-14
215252,2020-09-14,37954Y863,GOEX,Global X Gold Explorers ETF (NEW),NYSE Arca,FINRA,2020-09-14
215266,2020-09-14,46435U366,IDRV,iShares Self-Driving EV and Tech ETF,NYSE Arca,FINRA,2020-09-14
215272,2020-09-14,46435U135,IHAK,iShares Cybersecurity and Tech ETF,NYSE Arca,FINRA,2020-09-14
215260,2020-09-14,26924G870,ITEQ,BlueStar Israel Technology ETF,NYSE Arca,FINRA,2020-09-14
215248,2020-09-14,48213W101,JE,JUST ENERGY GROUP INC.,NYSE,FINRA,2020-09-14
215262,2020-09-14,500767835,KURE,KraneShares MSCI All China Healt,NYSE Arca,FINRA,2020-09-14
215270,2020-09-14,53656F706,NERD,Roundhill BITKRAFT Esports & Digital Entertainment ETF,NYSE Arca,FINRA,2020-09-14
215258,2020-09-14,45409B305,QLS,IQ Hedge Long/Short Tracker ETF,NYSE Arca,FINRA,2020-09-14
215280,2020-09-14,77311W101,RKT,"Rocket Companies, Inc.",NYSE,FINRA,2020-09-14
215250,2020-09-14,74347X849,TBF,ProShares Short 20+ Year Treasury ETF,NYSE Arca,FINRA,2020-09-14
215256,2020-09-14,887080109,TMBR,"Timber Pharmaceuticals, Inc.",NYSE American,FINRA,2020-09-14
215246,2020-09-14,25460G849,TMV,Direxion Daily 20+ Year Treasury Bear 3X Shares (based on the NYSE 20 Year Plus Treasury Bond Index;,NYSE Arca,FINRA,2020-09-14
215244,2020-09-14,74347W114,ZSL,ProShares UltraShort Silver,NYSE Arca,FINRA,2020-09-14
215324,2020-09-15,715426102,AAAU,Perth Mint Physical Gold ETF (Trust),NYSE Arca,FINRA,2020-09-15
215330,2020-09-15,53656F789,BETZ,Roundhill Sports Betting & iGaming ETF,NYSE Arca,FINRA,2020-09-15
215328,2020-09-15,09661T107,BKLC,BNY Mellon US Large Cap Core Equity ETF,NYSE Arca,FINRA,2020-09-15
215334,2020-09-15,25614T309,DSS,"Document Security Systems, Inc.",NYSE American,FINRA,2020-09-15
215314,2020-09-15,25460G880,DUST,Direxion Daily Gold Miners Index Bear 2X Shares,NYSE Arca,FINRA,2020-09-15
215332,2020-09-15,025072752,ESGA,American Century Sustainable Equity ETF,NYSE Arca,FINRA,2020-09-15
215302,2020-09-15,464286806,EWG,iShares MSCI Germany ETF,NYSE Arca,FINRA,2020-09-15
215312,2020-09-15,37954Y863,GOEX,Global X Gold Explorers ETF (NEW),NYSE Arca,FINRA,2020-09-15
215326,2020-09-15,46435U366,IDRV,iShares Self-Driving EV and Tech ETF,NYSE Arca,FINRA,2020-09-15
215320,2020-09-15,26924G870,ITEQ,BlueStar Israel Technology ETF,NYSE Arca,FINRA,2020-09-15
215308,2020-09-15,48213W101,JE,JUST ENERGY GROUP INC.,NYSE,FINRA,2020-09-15
215322,2020-09-15,500767835,KURE,KraneShares MSCI All China Healt,NYSE Arca,FINRA,2020-09-15
215318,2020-09-15,45409B305,QLS,IQ Hedge Long/Short Tracker ETF,NYSE Arca,FINRA,2020-09-15
215310,2020-09-15,74347X849,TBF,ProShares Short 20+ Year Treasury ETF,NYSE Arca,FINRA,2020-09-15
215316,2020-09-15,887080109,TMBR,"Timber Pharmaceuticals, Inc.",NYSE American,FINRA,2020-09-15
215306,2020-09-15,25460G849,TMV,Direxion Daily 20+ Year Treasury Bear 3X Shares (based on the NYSE 20 Year Plus Treasury Bond Index;,NYSE Arca,FINRA,2020-09-15
215304,2020-09-15,74347W114,ZSL,ProShares UltraShort Silver,NYSE Arca,FINRA,2020-09-15
215358,2020-09-16,53656F789,BETZ,Roundhill Sports Betting & iGaming ETF,NYSE Arca,FINRA,2020-09-16
215362,2020-09-16,25614T309,DSS,"Document Security Systems, Inc.",NYSE American,FINRA,2020-09-16
